name,label
grizzly/00000018.jpg,grizzly
grizzly/00000027.jpg,grizzly
grizzly/00000028.jpg,grizzly
grizzly/00000031.jpg,grizzly
grizzly/00000000.jpg,grizzly
grizzly/00000066.jpg,grizzly
grizzly/00000077.jpg,grizzly
grizzly/00000034.jpg,grizzly
grizzly/00000001.jpg,grizzly
grizzly/00000078.jpg,grizzly
grizzly/00000061.jpg,grizzly
grizzly/00000042.jpg,grizzly
grizzly/00000053.jpg,grizzly
grizzly/00000032.jpg,grizzly
grizzly/00000043.jpg,grizzly
grizzly/00000048.jpg,grizzly
grizzly/00000075.jpg,grizzly
grizzly/00000021.jpg,grizzly
grizzly/00000069.jpg,grizzly
grizzly/00000014.jpg,grizzly
grizzly/00000041.jpg,grizzly
grizzly/00000045.jpg,grizzly
grizzly/00000064.jpg,grizzly
grizzly/00000026.jpg,grizzly
grizzly/00000025.jpg,grizzly
grizzly/00000017.jpg,grizzly
grizzly/00000039.jpg,grizzly
grizzly/00000079.jpg,grizzly
grizzly/00000036.jpg,grizzly
grizzly/00000052.jpg,grizzly
grizzly/00000030.jpg,grizzly
grizzly/00000058.jpg,grizzly
grizzly/00000068.jpg,grizzly
grizzly/00000063.jpg,grizzly
grizzly/00000022.jpg,grizzly
grizzly/00000047.jpg,grizzly
grizzly/00000070.jpg,grizzly
grizzly/00000050.jpg,grizzly
grizzly/00000019.jpg,grizzly
grizzly/00000051.jpg,grizzly
grizzly/00000035.jpg,grizzly
grizzly/00000020.jpg,grizzly
grizzly/00000005.jpg,grizzly
grizzly/00000015.jpg,grizzly
grizzly/00000009.jpg,grizzly
grizzly/00000072.jpg,grizzly
grizzly/00000037.jpg,grizzly
grizzly/00000076.jpg,grizzly
grizzly/00000055.jpg,grizzly
grizzly/00000054.jpg,grizzly
grizzly/00000046.jpg,grizzly
grizzly/00000007.jpg,grizzly
grizzly/00000002.jpg,grizzly
grizzly/00000008.jpg,grizzly
grizzly/00000038.jpg,grizzly
grizzly/00000003.jpg,grizzly
grizzly/00000071.jpg,grizzly
grizzly/00000010.jpg,grizzly
grizzly/00000013.jpg,grizzly
grizzly/00000006.jpg,grizzly
grizzly/00000060.jpg,grizzly
grizzly/00000016.jpg,grizzly
